0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,2,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0
0,1,2,1,0,0,0,0,0,0,1,6,2,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,2,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,4,2,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,3,0,4,0,0,1,0,0,3,0,0,0,3,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0
0,2,0,6,1,0,0,0,0,0,4,2,10,5,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,1,8,4,3,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,1,8,3,1,4,0,0,2,7,2,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,2,0,1,2,0,4,0,0,2,1,0,0,2,5,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,1,0,0,0,2,0,3,0,0,0,0,4,0,0,0,0
0,0,2,1,10,5,0,0,0,0,0,2,5,11,6,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,3,6,3,1,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,1,6,1,0,0,4,0,0,0,1,1,0,3,9,4,0,4,0,0,2,7,2,0,0,0,0,0,1,0,0,2,0,0,5,0,4,0,1,1,0,0,0,0,1,0,1,0,0,4,0,0,6,1,0,0,0,5,0,3,8,7,2,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,1,0,4,0,2,0,0,0,0,3,4,4,0,0,0,0,4,0,0,0
0,0,0,0,5,9,4,0,0,0,0,0,0,6,9,4,0,1,0,0,0,1,0,7,2,0,0,0,0,0,0,1,4,0,0,1,0,0,7,2,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,5,0,0,0,3,0,0,0,0,0,0,4,8,3,0,2,0,0,2,6,1,0,0,0,0,0,0,0,0,9,4,0,4,0,2,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,5,0,0,0,0,3,0,3,7,6,1,7,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0
0,0,0,0,1,4,9,4,0,0,0,0,0,1,6,6,4,0,1,0,4,0,0,2,7,2,0,0,0,0,0,0,0,3,0,0,1,0,2,6,2,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,4,2,0,3,0,0,0,1,0,4,0,0,0,0,8,7,3,0,1,0,0,1,5,1,0,0,0,4,0,0,0,4,8,8,3,5,0,6,1,0,0,0,0,2,7,2,0,0,0,0,0,1,0,5,0,0,0,0,2,0,4,6,4,2,7,2,0,0,4,0,4,0,0,4,0,0,0,6,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,4,11,6,1,0,0,0,1,1,2,5,3,0,3,0,10,5,0,2,6,1,0,2,0,0,0,0,0,0,0,0,0,0,4,5,0,2,0,0,7,2,0,0,0,0,0,0,3,8,3,0,0,0,4,4,6,1,0,0,0,0,0,3,0,0,0,3,4,6,2,0,0,0,0,0,4,0,0,2,0,6,1,0,0,3,6,8,3,4,1,5,0,0,0,0,0,2,6,1,0,2,0,0,0,3,0,2,0,0,0,0,2,0,3,5,3,2,13,8,3,0,10,5,4,0,0,1,1,0,1,2,3,0,0,0,0,6,1,0,4,2,0,0,2,0,0,0,0,0
0,0,0,0,0,2,5,6,8,7,2,0,0,0,0,0,0,10,5,1,2,5,7,4,0,1,4,2,1,0,0,0,2,0,0,5,0,0,0,1,3,3,1,7,2,2,12,7,5,0,0,5,0,1,3,9,4,5,0,0,5,3,4,6,5,0,0,0,0,1,0,0,0,1,2,4,0,0,5,5,5,0,3,0,1,1,1,3,6,1,0,2,7,8,3,3,0,10,5,5,0,0,0,7,4,0,1,0,0,0,1,0,0,0,1,0,0,1,2,5,2,4,1,8,10,6,2,5,9,6,2,0,0,1,6,1,0,3,1,0,2,5,1,5,0,0,4,0,5,1,0,0,0,1,0
0,0,0,0,1,0,0,4,4,7,6,2,0,0,0,0,0,5,10,5,1,1,4,6,2,0,0,3,1,1,0,0,0,1,0,0,3,0,0,0,6,2,2,2,5,1,7,10,6,3,0,0,6,1,0,4,8,3,5,1,0,4,2,3,5,3,0,0,5,0,0,5,0,0,0,0,3,0,0,4,4,3,0,1,0,1,0,0,2,5,0,0,2,8,6,3,8,5,8,4,4,0,0,2,5,3,0,0,0,1,0,0,0,0,0,1,0,0,2,1,3,1,2,3,6,8,6,1,5,8,4,2,0,0,1,6,1,0,2,0,0,1,4,0,5,1,0,2,0,4,0,0,0,0,0
